2016
22	29
23	29
22	30
23	31
23	31
22	30
23	32
23	31
23	31
23	32
21	32
21	32
21	33
20	32
23	32
21	32
21	32
23	32
21	32
23	32
22	32
23	31
23	31
22	32
22	32
23	32
23	32
22	31
22	32
23	32
22	32
23	32
22	33
21	33
21	32
23	26
24	31
23	31
23	32
23	32
23	32
24	32
23	32
23	32
22	32
22	33
24	32
24	33
23	33
22	33
22	32
21	33
22	33
23	33
24	33
23	33
21	32
21	33
23	33
24	33
22	33
23	33
22	33
22	33
22	33
23	31
23	32
22	34
21	34
21	33
22	33
22	35
22	34
23	34
23	34
23	34
23	34
23	33
23	34
24	34
24	34
24	33
24	34
23	33
23	33
23	34
23	34
23	34
22	34
24	34
26	33
24	31
24	32
23	34
23	34
23	34
25	34
24	34
24	34
23	34
24	34
23	33
22	35
24	35
23	35
23	34
26	36
25	35
25	35
25	34
25	35
26	35
25	29
26	33
25	34
25	34
25	33
25	33
26	33
26	31
25	31
22	27
23	31
23	32
24	32
24	33
23	34
22	32
24	33
24	33
24	33
25	34
25	33
23	34
24	32
24	32
22	33
24	32
23	32
23	32
25	32
25	29
25	29
24	31
25	32
22	33
23	33
24	34
26	32
24	33
24	32
25	32
24	29
24	32
25	32
24	33
24	33
24	29
24	32
24	32
25	33
23	32
24	31
24	31
24	32
24	32
24	33
24	33
24	33
23	32
23	28
24	30
24	32
24	30
24	32
24	32
23	32
24	33
24	32
24	29
23	31
23	33
23	33
24	33
23	33
24	32
24	32
26	32
24	34
23	34
24	34
24	32
25	34
24	33
24	30
23	29
23	32
23	33
23	33
22	33
22	34
24	34
24	34
25	34
23	33
24	33
23	34
24	33
25	33
24	34
24	34
23	35
23	33
24	34
24	33
24	33
24	34
23	34
23	33
24	34
24	33
23	33
23	32
23	32
24	34
23	33
23	31
24	33
23	33
23	34
24	33
25	34
25	34
24	34
24	34
23	35
23	34
23	34
24	33
24	34
23	34
22	33
24	34
25	34
24	33
24	34
24	34
23	33
25	34
25	32
23	33
24	33
24	34
24	33
24	34
24	33
24	32
24	34
24	34
24	34
24	32
24	33
24	34
24	34
24	35
25	34
24	34
24	34
24	34
23	34
24	35
24	33
23	28
23	33
24	33
24	31
24	32
25	34
24	34
24	34
23	33
24	33
25	32
25	34
25	33
26	34
26	34
26	35
26	35
26	36
25	36
24	35
26	36
26	35
25	35
25	35
26	35
24	34
23	33
24	33
25	34
24	33
24	34
24	31
23	33
24	34
25	32
26	34
25	33
25	32
23	32
24	33
24	31
23	34
24	33
25	33
25	33
24	33
23	34
24	32
24	31
24	33
24	33
24	32
23	32
22	33
23	33
24	32
24	31
23	28
23	30
24	32
25	32
25	32
25	30
24	32
23	33
23	32
23	33
23	33
23	33
24	32
24	32
24	32
23	32
24	32
23	31
23	31
22	31
22	32
23	32
23	32
22	31
24	32
22	31
23	29
22	33
23	32
23	29
23	32
22	32
24	32
23	30
22	31
23	30
23	32
